nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Heloisa Pereira,1,Carlos Santos,4.97,6.2,30,8.59,FALSE
Davi Oliveira,2,Pedro I,07.05,7.63,8,0,FALSE
Laura Santos,1,Francisto Chagas,3.75,9.59,6,9.81,TRUE
Gael Santos,2,Francisto Chagas,6.65,3.42,2,1.81,FALSE
Samuel Maia,1,Pedro II,4.94,4.56,26,9.13,FALSE
Heitor Martins,1,Gabriel Gomes,04.01,0.5,18,5.71,TRUE
Valentina Santos,3,Carlos Santos,8.88,3.83,10,5.98,TRUE
Heloisa Martins,1,Carlos Santos,2.54,4.17,27,8.14,FALSE
Helena Alves,3,Carlos Santos,4.68,6.63,24,03.04,FALSE
Gael Ferreira,3,Gabriel Gomes,7.38,9.0,0,0,FALSE
Samuel Silva,3,Carlos Santos,5.44,6.34,24,02.05,FALSE
Heitor Ferreira,1,Antonio Prado,2.67,6.86,24,0.43,FALSE
Sophia Alves,1,Francisto Chagas,7.1,5.63,14,8.49,TRUE
Davi Oliveira,3,Gabriel Gomes,0.06,7.87,4,4.41,TRUE
Bernardo Rodrigues,2,Gabriel Gomes,4.34,8.7,2,4.61,FALSE
Heloisa Maia,1,Francisto Chagas,3.69,02.09,24,9.62,TRUE
Laura Alves,3,Carlos Santos,5.69,0.23,7,9.55,FALSE
Laura Alves,3,Gabriel Gomes,06.05,4.58,15,06.06,TRUE
Davi Silva,3,Carlos Santos,5.33,7.38,26,7.44,FALSE
Arthur Gomes,2,Carlos Santos,7.53,2.12,25,5.1,FALSE
Samuel Rodrigues,1,Pedro I,2.34,0.6,8,1.8,TRUE
Valentina Gomes,2,Francisto Chagas,5.56,8.59,10,0,FALSE
Heloisa Gomes,1,Pedro I,8.61,6.66,6,0,TRUE
Gabriel Alves,2,Francisto Chagas,4.44,1.13,2,7.55,FALSE
Gael Soares,1,Gabriel Gomes,4.89,09.02,14,9.43,FALSE
Theo Santos,1,Gabriel Gomes,7.31,6.24,23,5.85,FALSE
Alice Martins,1,Antonio Prado,8.36,2.46,0,02.04,FALSE
Valentina Ribeiro,1,Francisto Chagas,0.0,07.07,30,06.09,FALSE
Helena Martins,3,Gabriel Gomes,1.56,2.46,23,1.21,TRUE
Alice Ferreira,2,Pedro II,9.98,0.35,26,9.11,TRUE
Sophia Rodrigues,2,Carlos Santos,03.08,2.99,5,8.75,TRUE
Helena Souza,1,Gabriel Gomes,8.51,0.5,10,3.1,TRUE
Valentina Ferreira,3,Pedro I,1.53,0.51,9,6.62,FALSE
Heloisa Maia,2,Antonio Prado,06.09,4.76,7,5.31,FALSE
Valentina Ribeiro,1,Francisto Chagas,0.06,09.08,12,0.02,FALSE
Samuel Ferreira,3,Antonio Prado,1.49,7.81,0,3.31,FALSE
Alice Martins,3,Pedro II,9.85,6.72,19,0,TRUE
Maria Oliveira,1,Gabriel Gomes,0.15,2.48,7,2.46,FALSE
Bernardo Pereira,3,Carlos Santos,2.43,5.7,25,4.95,TRUE
Alice Pereira,3,Pedro II,08.01,8.55,23,0,TRUE
Gabriel Martins,2,Gabriel Gomes,6.86,7.65,20,0,FALSE
Arthur Ribeiro,2,Pedro II,0.93,9.43,24,7.91,FALSE
Heloisa Pereira,1,Antonio Prado,4.4,8.14,2,5.22,TRUE
Theo Ferreira,3,Carlos Santos,9.33,3.44,7,2.66,FALSE
Gabriel Santos,2,Antonio Prado,3.8,8.11,3,2.45,TRUE
Laura Alves,1,Francisto Chagas,3.39,6.46,4,1.82,TRUE
Laura Martins,3,Francisto Chagas,6.99,01.08,29,2.12,FALSE
Alice Alves,1,Pedro I,4.72,8.96,22,5.5,TRUE
Samuel Alves,1,Carlos Santos,7.22,5.53,2,8.54,TRUE
Helena Ribeiro,1,Pedro II,3.44,0.04,10,6.57,TRUE
Laura Maia,3,Pedro II,04.06,0.43,19,7.74,TRUE
Alice Alves,1,Antonio Prado,2.2,1.59,17,3.3,TRUE
Alice Ribeiro,2,Antonio Prado,03.05,4.67,10,2.39,TRUE
Sophia Oliveira,2,Carlos Santos,4.36,2.15,14,1.91,TRUE
Laura Ferreira,2,Carlos Santos,8.99,2.7,23,3.21,TRUE
Arthur Maia,2,Antonio Prado,5.45,3.2,4,5.49,TRUE
Heitor Maia,3,Francisto Chagas,7.46,5.77,27,2.91,TRUE
Valentina Ribeiro,2,Pedro II,2.53,0.02,21,0.24,FALSE
Bernardo Pereira,3,Carlos Santos,2.13,6.54,22,9.17,TRUE
Miguel Ferreira,2,Gabriel Gomes,8.13,5.34,23,06.07,TRUE
Sophia Maia,3,Pedro I,6.95,5.25,23,8.42,FALSE
Arthur Santos,1,Francisto Chagas,0.94,1.4,12,1.48,FALSE
Heitor Pereira,1,Antonio Prado,3.46,6.78,11,4.46,TRUE
Heloisa Oliveira,3,Pedro I,03.06,5.91,6,4.51,FALSE
Laura Ferreira,1,Carlos Santos,8.25,4.11,14,6.9,FALSE
Sophia Ferreira,3,Gabriel Gomes,1.42,8.55,18,3.96,FALSE
Bernardo Santos,1,Francisto Chagas,0.43,2.85,1,0.25,FALSE
Davi Silva,2,Carlos Santos,2.33,6.37,2,9.55,FALSE
Alice Pereira,3,Francisto Chagas,5.81,0.52,1,8.38,TRUE
Heitor Alves,1,Francisto Chagas,0.99,8.34,26,4.37,FALSE
Maria Soares,1,Antonio Prado,9.14,0.13,12,2.52,FALSE
Alice Souza,1,Pedro II,5.34,3.41,0,05.04,TRUE
Heitor Souza,3,Pedro II,4.49,4.43,27,8.1,FALSE
Arthur Pereira,1,Antonio Prado,3.7,06.02,20,7.96,FALSE
Valentina Martins,1,Francisto Chagas,7.15,0.39,23,0.39,FALSE
Heloisa Alves,3,Pedro I,4.68,5.39,19,5.31,FALSE
Heitor Oliveira,1,Pedro I,6.22,0.13,25,4.28,TRUE
Maria Soares,3,Gabriel Gomes,9.12,3.25,2,9.87,TRUE
Samuel Pereira,1,Antonio Prado,3.65,5.61,18,8.81,TRUE
Alice Alves,2,Carlos Santos,2.84,8.22,18,9.81,FALSE
Samuel Silva,1,Carlos Santos,08.03,8.56,5,0,FALSE
Theo Martins,2,Carlos Santos,5.31,0.3,26,9.62,FALSE
Davi Pereira,3,Francisto Chagas,0.44,1.94,20,0.02,FALSE
Maria Santos,2,Carlos Santos,07.05,4.67,22,0.17,TRUE
Gabriel Alves,1,Francisto Chagas,6.4,07.07,25,6.55,FALSE
Theo Santos,2,Pedro II,1.42,9.74,8,9.68,FALSE
Miguel Santos,2,Pedro I,5.13,9.23,21,0,TRUE
Theo Alves,2,Francisto Chagas,4.63,1.37,7,9.24,FALSE
Sophia Ribeiro,3,Antonio Prado,1.53,6.17,2,5.88,FALSE
Maria Alves,2,Pedro I,3.47,9.98,19,5.6,FALSE
Valentina Alves,3,Antonio Prado,4.66,6.15,12,0.56,FALSE
Laura Silva,2,Gabriel Gomes,0.12,4.34,23,1.27,TRUE
Valentina Rodrigues,2,Carlos Santos,0.9,6.52,20,4.11,FALSE
Miguel Oliveira,3,Francisto Chagas,9.88,8.84,23,0,FALSE
Theo Souza,2,Carlos Santos,4.6,5.81,18,3.42,FALSE
Laura Gomes,2,Antonio Prado,3.39,0.22,6,1.77,FALSE
Heitor Rodrigues,2,Antonio Prado,4.37,7.8,13,9.63,TRUE
Heitor Ferreira,3,Gabriel Gomes,9.52,6.28,13,0,TRUE
Helena Silva,1,Francisto Chagas,5.52,2.23,29,4.23,TRUE
Maria Ferreira,1,Carlos Santos,05.06,6.85,7,5.45,TRUE
Arthur Rodrigues,2,Carlos Santos,8.36,0.44,10,0.87,FALSE
Gael Souza,1,Gabriel Gomes,5.94,5.84,25,05.02,TRUE
Heitor Rodrigues,2,Francisto Chagas,4.36,0.45,23,0.75,TRUE
Maria Martins,2,Gabriel Gomes,5.94,5.46,6,4.7,FALSE
Laura Maia,3,Carlos Santos,4.93,7.5,2,5.91,TRUE
Arthur Martins,1,Gabriel Gomes,7.42,1.23,22,7.69,FALSE
Valentina Santos,1,Carlos Santos,9.32,6.78,28,0,TRUE
Davi Alves,2,Antonio Prado,9.89,5.73,9,0,TRUE
Heitor Maia,1,Francisto Chagas,0.05,2.82,6,2.98,TRUE
Samuel Santos,3,Carlos Santos,9.99,5.66,20,0,FALSE
Valentina Silva,2,Carlos Santos,6.24,5.98,22,6.55,TRUE
Maria Martins,3,Antonio Prado,0.54,9.29,2,5.93,FALSE
Samuel Souza,2,Pedro I,0.57,9.51,29,7.9,TRUE
Arthur Pereira,1,Pedro II,09.09,8.15,12,0,FALSE
Sophia Alves,3,Francisto Chagas,04.07,3.38,16,8.53,FALSE
Arthur Souza,3,Pedro I,6.96,8.99,17,0,TRUE
Samuel Gomes,2,Gabriel Gomes,0.97,0.07,30,6.7,TRUE
Alice Soares,2,Pedro I,5.65,0.55,2,8.21,FALSE
Heitor Ferreira,3,Gabriel Gomes,0.22,2.93,7,7.96,FALSE
Maria Alves,3,Francisto Chagas,0.36,2.48,7,9.46,FALSE
Miguel Soares,3,Antonio Prado,3.83,0.65,21,02.02,TRUE
Arthur Maia,1,Francisto Chagas,9.18,1.77,24,8.75,TRUE
Maria Martins,1,Francisto Chagas,6.19,6.47,4,3.79,FALSE
Alice Maia,3,Antonio Prado,9.1,0.65,29,7.88,TRUE
Heloisa Pereira,3,Francisto Chagas,0.82,3.33,6,3.94,FALSE
Sophia Alves,1,Pedro II,2.3,5.38,2,1.86,FALSE
Gabriel Maia,3,Gabriel Gomes,3.11,0.36,12,0.72,TRUE
Miguel Ferreira,3,Pedro I,0.01,1.55,17,9.27,FALSE
Maria Souza,2,Carlos Santos,8.54,2.74,22,0.37,TRUE
Laura Silva,3,Antonio Prado,5.85,1.96,17,1.27,FALSE
Arthur Martins,2,Antonio Prado,0.57,6.68,16,4.3,TRUE
Bernardo Silva,3,Pedro I,5.7,5.41,0,4.68,FALSE
Valentina Pereira,3,Carlos Santos,3.48,4.43,0,6.17,FALSE
Theo Silva,3,Gabriel Gomes,07.04,6.42,29,8.89,FALSE
Sophia Silva,2,Carlos Santos,07.04,4.42,24,2.41,TRUE
Bernardo Ribeiro,2,Carlos Santos,4.17,2.9,21,8.65,FALSE
Theo Ribeiro,3,Pedro II,9.8,0.75,18,6.55,TRUE
Bernardo Alves,1,Francisto Chagas,7.58,2.65,28,05.03,TRUE
Bernardo Souza,3,Pedro II,8.53,8.69,14,0,FALSE
Sophia Oliveira,2,Pedro II,1.28,7.54,22,7.64,TRUE
Maria Soares,3,Pedro II,5.3,8.29,21,5.43,TRUE
Bernardo Pereira,3,Carlos Santos,4.58,2.74,22,0.56,FALSE
Samuel Alves,2,Gabriel Gomes,3.27,2.63,7,2.28,FALSE
Heloisa Martins,2,Pedro I,4.32,4.98,4,6.83,TRUE
Maria Oliveira,2,Carlos Santos,3.11,7.37,12,5.13,TRUE
Bernardo Gomes,2,Francisto Chagas,6.45,2.72,30,1.47,FALSE
Alice Martins,3,Antonio Prado,7.41,4.11,16,4.26,FALSE
Samuel Martins,3,Antonio Prado,3.27,8.23,8,03.03,TRUE
Davi Ribeiro,3,Francisto Chagas,7.53,5.88,12,3.39,TRUE
Heloisa Pereira,1,Pedro I,0.98,1.73,23,0.74,TRUE
Gael Soares,1,Pedro I,5.31,5.66,21,3.81,FALSE
Heitor Santos,3,Pedro II,4.63,1.13,4,4.19,FALSE
Davi Souza,1,Pedro I,02.06,7.71,3,9.88,FALSE
Theo Oliveira,3,Antonio Prado,4.44,1.7,6,4.16,FALSE
Maria Santos,3,Pedro I,2.12,3.11,15,4.41,FALSE
Davi Pereira,2,Francisto Chagas,8.67,5.22,26,3.99,TRUE
Alice Alves,1,Pedro I,2.85,0.61,0,9.25,TRUE
Davi Martins,3,Pedro I,7.68,9.59,23,0,TRUE
Davi Alves,2,Carlos Santos,0.84,3.15,0,5.51,TRUE
Gael Silva,3,Antonio Prado,4.97,9.21,3,0,TRUE
Bernardo Souza,2,Pedro II,1.53,9.65,10,8.31,TRUE
Arthur Martins,3,Pedro II,8.7,8.23,27,0,TRUE
Helena Martins,3,Francisto Chagas,3.14,9.49,5,2.46,TRUE
Gabriel Soares,2,Carlos Santos,5.44,9.94,17,0,FALSE
Gael Alves,2,Carlos Santos,7.19,8.55,4,0,TRUE
Arthur Santos,3,Pedro I,1.76,7.97,24,3.52,FALSE
Theo Rodrigues,2,Pedro I,6.23,03.04,25,4.64,FALSE
Davi Martins,1,Gabriel Gomes,3.44,4.97,18,0.04,FALSE
Gabriel Maia,3,Francisto Chagas,7.64,1.99,28,7.32,FALSE
Valentina Maia,1,Gabriel Gomes,8.59,0.7,28,2.26,FALSE
Helena Maia,3,Pedro I,9.61,1.52,4,7.82,TRUE
Davi Oliveira,1,Pedro II,1.54,1.66,7,2.27,FALSE
Gael Silva,2,Pedro II,2.92,9.23,0,2.37,FALSE
Helena Gomes,1,Gabriel Gomes,08.05,2.11,8,3.47,FALSE
Valentina Alves,3,Carlos Santos,7.79,7.11,4,0,FALSE
Maria Maia,3,Francisto Chagas,6.99,6.81,22,5.81,FALSE
Maria Silva,3,Antonio Prado,5.58,04.03,0,09.02,TRUE
Heitor Rodrigues,1,Carlos Santos,0.76,3.39,25,6.99,TRUE
Arthur Maia,2,Antonio Prado,0.83,4.96,6,4.49,TRUE
Sophia Oliveira,2,Carlos Santos,2.61,3.85,28,7.12,FALSE
Helena Gomes,3,Carlos Santos,05.05,6.35,27,6.81,TRUE
Gabriel Pereira,2,Pedro I,7.56,6.4,27,2.82,FALSE
Helena Gomes,2,Pedro I,8.48,3.93,11,1.73,TRUE
Arthur Santos,2,Pedro I,9.77,9.69,7,0,FALSE
Valentina Oliveira,1,Carlos Santos,1.65,1.7,19,0.64,FALSE
Theo Souza,2,Francisto Chagas,3.32,4.8,1,04.05,FALSE
Miguel Gomes,1,Antonio Prado,05.07,7.98,24,5.87,FALSE
Davi Santos,1,Francisto Chagas,2.72,2.11,21,4.71,TRUE
Alice Ferreira,2,Pedro II,5.46,1.46,9,2.27,TRUE
Miguel Pereira,2,Pedro II,0.52,9.49,9,02.08,TRUE
Heitor Soares,2,Antonio Prado,1.35,2.13,24,1.86,TRUE
Bernardo Ferreira,2,Pedro I,9.24,5.89,27,0,TRUE
Laura Alves,1,Francisto Chagas,9.39,5.52,1,0,TRUE
Heloisa Alves,3,Antonio Prado,3.63,2.63,6,5.26,TRUE
Valentina Alves,3,Francisto Chagas,4.45,05.08,9,8.72,FALSE
Samuel Maia,3,Pedro I,2.54,0.95,21,5.96,TRUE
Laura Soares,2,Francisto Chagas,3.16,2.66,8,8.3,FALSE
Gabriel Ferreira,2,Carlos Santos,6.3,6.76,0,8.1,TRUE
Samuel Maia,1,Francisto Chagas,0.68,01.02,2,7.34,TRUE
Heitor Alves,2,Gabriel Gomes,0.86,6.73,4,6.2,FALSE
Gael Soares,1,Antonio Prado,2.97,3.51,14,6.24,TRUE
Gael Soares,2,Antonio Prado,7.52,5.58,7,2.42,TRUE
Bernardo Silva,2,Carlos Santos,9.91,8.6,23,0,TRUE
Alice Alves,3,Gabriel Gomes,5.16,9.1,2,0,FALSE
Heloisa Maia,1,Pedro I,2.26,7.6,13,0.17,FALSE
Bernardo Alves,1,Antonio Prado,1.55,1.35,7,7.33,TRUE
Sophia Soares,3,Pedro I,3.82,5.2,9,0.13,FALSE
Samuel Alves,2,Francisto Chagas,0.08,0.24,14,7.56,FALSE
Valentina Oliveira,3,Antonio Prado,1.85,2.41,22,5.11,FALSE
Laura Silva,3,Gabriel Gomes,1.39,2.43,9,8.61,FALSE
Helena Ribeiro,1,Francisto Chagas,1.48,9.16,21,7.17,TRUE
Samuel Ribeiro,1,Francisto Chagas,9.57,6.89,7,0,TRUE
Arthur Rodrigues,2,Antonio Prado,1.82,9.56,21,4.65,FALSE
Gael Ribeiro,3,Carlos Santos,0.57,7.63,24,09.07,FALSE
Helena Alves,2,Carlos Santos,4.31,3.62,11,2.14,TRUE
Miguel Alves,2,Francisto Chagas,9.19,1.45,11,9.86,FALSE
Heloisa Santos,3,Carlos Santos,3.75,1.67,0,8.19,FALSE
Valentina Souza,3,Pedro II,5.57,6.95,7,9.22,TRUE
Maria Maia,3,Pedro I,0.89,9.97,0,2.8,TRUE
Bernardo Gomes,3,Pedro I,5.4,5.18,16,0.82,FALSE
Miguel Pereira,1,Pedro II,9.24,7.9,27,0,FALSE
Arthur Souza,2,Francisto Chagas,1.41,4.47,23,6.5,TRUE
Theo Silva,2,Pedro I,4.4,9.95,11,0,TRUE
Maria Souza,2,Antonio Prado,7.41,7.85,25,0,FALSE
Alice Oliveira,3,Antonio Prado,0.16,1.12,25,9.91,FALSE
Laura Ferreira,2,Carlos Santos,3.78,0.93,8,6.44,TRUE
Heitor Martins,1,Francisto Chagas,5.15,09.06,6,0,TRUE
Arthur Ribeiro,1,Carlos Santos,05.04,0.42,12,2.12,FALSE
Alice Pereira,1,Francisto Chagas,8.71,8.55,17,0,FALSE
Helena Martins,2,Gabriel Gomes,6.35,9.76,13,0,FALSE
Gabriel Ferreira,1,Carlos Santos,8.11,5.94,27,0,FALSE
Gael Souza,2,Gabriel Gomes,7.18,3.42,17,6.65,TRUE
Theo Souza,2,Gabriel Gomes,9.57,5.32,29,0,FALSE
Miguel Silva,3,Pedro I,0.53,1.46,11,02.02,TRUE
Gael Pereira,2,Pedro I,9.98,2.11,11,3.17,TRUE
Gabriel Oliveira,3,Pedro I,9.63,1.47,25,0.01,FALSE
Bernardo Alves,3,Gabriel Gomes,7.68,8.57,15,0,FALSE
Gabriel Rodrigues,2,Pedro I,1.86,1.26,15,7.82,FALSE
Samuel Alves,2,Pedro I,0.8,0.81,23,05.03,TRUE
Samuel Souza,1,Pedro I,3.35,5.9,17,0.59,TRUE
Laura Martins,3,Francisto Chagas,9.75,4.62,16,0,TRUE
Arthur Rodrigues,2,Pedro II,2.27,1.82,0,1.34,TRUE
Sophia Ferreira,1,Gabriel Gomes,9.18,1.83,28,04.09,TRUE
Gabriel Rodrigues,1,Pedro II,0.03,06.09,22,04.02,TRUE
Valentina Alves,1,Pedro I,3.5,2.66,22,6.96,TRUE
Arthur Rodrigues,2,Gabriel Gomes,4.31,0.98,29,8.18,TRUE
Heitor Pereira,1,Pedro I,2.79,9.37,15,7.14,FALSE
Maria Souza,2,Carlos Santos,5.76,6.62,11,8.38,TRUE
Valentina Martins,2,Gabriel Gomes,03.05,5.67,24,6.21,FALSE
Gael Silva,1,Antonio Prado,7.82,9.4,14,0,TRUE
Heloisa Oliveira,3,Antonio Prado,2.0,8.88,23,0.46,FALSE
Heloisa Santos,3,Pedro II,8.21,1.39,30,5.61,FALSE
Maria Souza,3,Pedro II,7.41,7.27,29,0,TRUE
Alice Silva,2,Carlos Santos,3.78,8.72,29,6.94,FALSE
Laura Santos,1,Antonio Prado,6.14,07.08,17,4.0,FALSE
Alice Gomes,3,Pedro I,2.39,3.76,13,4.63,TRUE
Gabriel Oliveira,1,Francisto Chagas,2.6,8.46,5,5.18,TRUE
Miguel Rodrigues,2,Francisto Chagas,8.36,6.68,17,0,TRUE
Arthur Maia,2,Pedro II,3.94,3.83,23,0.05,FALSE
Gael Souza,1,Pedro I,5.27,7.29,11,0.15,TRUE
Laura Maia,3,Antonio Prado,8.73,03.05,24,8.23,FALSE
Heitor Ribeiro,1,Pedro II,2.78,0.03,4,4.67,TRUE
Samuel Ferreira,3,Antonio Prado,9.74,8.15,20,0,FALSE
Alice Pereira,1,Pedro I,9.93,3.0,24,5.97,TRUE
Maria Alves,2,Antonio Prado,2.88,5.66,11,7.35,FALSE
Arthur Martins,1,Pedro I,3.99,3.74,6,6.95,TRUE
Miguel Gomes,1,Antonio Prado,4.17,3.59,5,6.41,FALSE
Bernardo Gomes,3,Antonio Prado,7.15,3.72,11,7.76,FALSE
Theo Oliveira,1,Francisto Chagas,3.99,2.63,17,9.5,FALSE
Heloisa Maia,3,Gabriel Gomes,04.06,4.6,24,3.4,FALSE
Theo Santos,3,Carlos Santos,7.7,7.49,21,0,FALSE
Gael Gomes,1,Gabriel Gomes,2.96,4.71,5,0.83,FALSE
Alice Silva,1,Pedro I,0.97,5.35,1,5.73,TRUE
Valentina Santos,3,Pedro II,01.02,2.7,20,5.99,FALSE
Heitor Souza,1,Francisto Chagas,0.53,8.86,22,8.41,TRUE
Sophia Santos,2,Pedro II,3.15,7.15,26,7.18,TRUE
Samuel Gomes,2,Antonio Prado,6.74,5.58,5,7.44,FALSE
Maria Ferreira,1,Antonio Prado,6.66,5.55,18,6.87,TRUE
Maria Santos,1,Antonio Prado,4.25,07.08,26,2.49,FALSE
Helena Alves,2,Pedro I,9.91,9.79,9,0,TRUE
Heitor Gomes,1,Carlos Santos,8.67,7.58,6,0,FALSE
Arthur Gomes,2,Gabriel Gomes,7.29,0.01,18,5.26,FALSE
Davi Ferreira,1,Francisto Chagas,9.31,4.6,16,7.81,FALSE
Alice Oliveira,1,Pedro I,6.0,4.27,10,8.88,TRUE
Samuel Silva,3,Pedro I,4.1,7.75,0,04.02,TRUE
Sophia Oliveira,3,Gabriel Gomes,9.81,05.09,27,0,FALSE
Heloisa Ribeiro,3,Gabriel Gomes,8.61,2.31,15,7.66,TRUE
Valentina Soares,3,Francisto Chagas,9.57,6.64,1,0,FALSE
Sophia Martins,2,Pedro II,6.2,8.28,24,0,FALSE
Samuel Martins,3,Francisto Chagas,2.31,5.22,20,7.64,FALSE
Heloisa Alves,3,Antonio Prado,3.9,3.24,2,7.71,TRUE
Sophia Santos,2,Carlos Santos,8.78,8.93,29,0,FALSE
Sophia Silva,3,Pedro II,0.39,9.39,25,2.57,TRUE
Sophia Alves,1,Pedro II,9.48,4.67,29,0,TRUE
Samuel Ribeiro,1,Antonio Prado,7.81,0.73,26,9.8,FALSE
Samuel Ribeiro,1,Gabriel Gomes,5.38,4.44,0,0.83,TRUE
Heitor Oliveira,2,Carlos Santos,9.99,4.25,2,0,FALSE
Heitor Silva,1,Francisto Chagas,6.96,7.86,6,0,FALSE
Heloisa Rodrigues,3,Pedro II,09.04,4.69,4,8.57,TRUE
Laura Rodrigues,3,Pedro I,8.34,9.48,3,0,TRUE
Helena Ferreira,1,Carlos Santos,2.8,1.8,16,8.64,FALSE
Valentina Souza,3,Francisto Chagas,0.56,4.44,20,01.01,FALSE
Laura Soares,2,Carlos Santos,6.55,0.92,4,3.47,TRUE
Valentina Ribeiro,3,Pedro II,6.6,5.85,20,7.74,FALSE
Valentina Rodrigues,2,Carlos Santos,2.98,4.81,5,6.37,FALSE
Arthur Martins,2,Pedro I,0.92,6.13,18,4.24,FALSE
Gabriel Rodrigues,3,Gabriel Gomes,2.53,2.28,11,7.6,FALSE
Valentina Maia,1,Carlos Santos,9.47,6.86,16,0,FALSE
Bernardo Alves,3,Antonio Prado,2.76,9.77,21,0.8,FALSE
Valentina Maia,3,Francisto Chagas,2.35,7.54,9,8.51,FALSE
Maria Rodrigues,1,Pedro I,08.07,03.02,17,2.53,FALSE
Gabriel Soares,1,Pedro II,5.42,8.74,28,0,FALSE
Theo Martins,1,Pedro II,5.0,1.43,9,1.82,TRUE
Alice Souza,2,Pedro II,1.24,2.14,9,0.42,TRUE
Maria Silva,3,Francisto Chagas,06.03,7.84,28,8.78,FALSE
Samuel Soares,2,Pedro I,06.02,9.92,15,0,FALSE
Miguel Ferreira,2,Pedro II,07.08,7.21,4,0,TRUE
Miguel Alves,1,Pedro I,06.01,5.34,10,7.61,TRUE
Valentina Pereira,3,Pedro I,9.36,5.35,10,0,FALSE
Helena Alves,1,Gabriel Gomes,6.71,7.33,7,0,TRUE
Sophia Rodrigues,2,Carlos Santos,1.6,7.4,16,5.52,TRUE
Sophia Oliveira,3,Francisto Chagas,4.49,07.02,4,0.79,TRUE
Maria Santos,1,Carlos Santos,3.37,1.3,29,2.71,TRUE
Arthur Rodrigues,3,Pedro I,8.33,8.82,17,0,FALSE
Heloisa Rodrigues,2,Antonio Prado,9.25,09.09,5,0,FALSE
Laura Soares,3,Gabriel Gomes,6.24,5.95,7,4.6,TRUE
Bernardo Ferreira,1,Antonio Prado,7.23,01.02,14,08.02,FALSE
Theo Soares,2,Gabriel Gomes,2.41,2.76,24,07.05,TRUE
Theo Alves,1,Carlos Santos,4.98,2.44,27,7.84,FALSE
Heloisa Ribeiro,1,Gabriel Gomes,0.46,01.08,1,08.04,TRUE
Sophia Soares,2,Pedro II,5.12,2.8,22,6.32,FALSE
Bernardo Gomes,3,Carlos Santos,2.0,6.9,16,1.79,FALSE
Heloisa Rodrigues,2,Pedro II,7.51,5.4,28,1.48,TRUE
Valentina Maia,3,Gabriel Gomes,3.4,2.6,2,8.96,FALSE
Samuel Santos,1,Antonio Prado,7.55,3.36,11,04.08,TRUE
Arthur Gomes,3,Pedro II,3.11,8.54,19,5.92,FALSE
Miguel Soares,2,Pedro II,4.57,0.94,1,3.53,FALSE
Gabriel Santos,1,Antonio Prado,4.52,4.11,4,5.82,TRUE
Maria Maia,1,Francisto Chagas,1.15,2.92,1,03.01,TRUE
Davi Maia,2,Pedro II,5.1,4.7,26,8.9,FALSE
Sophia Rodrigues,2,Pedro II,1.97,6.15,23,4.9,FALSE
Alice Souza,2,Pedro II,2.18,8.98,11,2.44,FALSE
Maria Silva,2,Gabriel Gomes,4.97,9.46,24,0,TRUE
Helena Alves,3,Antonio Prado,2.5,9.87,1,2.15,TRUE
Miguel Alves,3,Carlos Santos,3.73,6.61,5,4.34,TRUE
Miguel Alves,1,Antonio Prado,1.55,09.07,5,2.58,FALSE
Heitor Soares,3,Antonio Prado,3.64,7.81,4,7.58,FALSE
Alice Oliveira,3,Francisto Chagas,8.8,0.3,17,4.81,FALSE
Gabriel Silva,2,Antonio Prado,2.24,6.38,22,0.57,TRUE
Samuel Rodrigues,2,Gabriel Gomes,6.54,5.46,2,0.04,FALSE
Arthur Pereira,3,Carlos Santos,6.43,5.23,18,5.67,TRUE
Samuel Ferreira,2,Antonio Prado,6.18,9.21,20,0,FALSE
Gael Oliveira,1,Pedro II,9.83,6.41,22,0,TRUE
Sophia Alves,2,Carlos Santos,9.62,2.66,30,7.72,TRUE
Theo Oliveira,1,Pedro I,07.04,8.8,8,0,TRUE
Maria Oliveira,3,Pedro II,9.92,3.23,9,1.73,FALSE
Samuel Ferreira,2,Gabriel Gomes,5.46,7.64,10,8.31,TRUE
Sophia Rodrigues,1,Pedro II,1.93,9.67,11,2.34,TRUE
Heloisa Santos,3,Francisto Chagas,9.1,9.68,26,0,TRUE
Sophia Ferreira,2,Pedro I,2.13,0.05,20,4.75,FALSE
Valentina Gomes,1,Gabriel Gomes,3.33,8.49,11,6.63,FALSE
Helena Ribeiro,1,Francisto Chagas,03.01,6.73,15,4.77,TRUE
Miguel Martins,3,Pedro I,3.29,6.99,9,01.06,TRUE
Miguel Oliveira,1,Francisto Chagas,8.46,7.21,28,0,TRUE
Alice Ferreira,2,Pedro II,7.52,9.83,15,0,TRUE
Samuel Ferreira,3,Antonio Prado,4.87,4.31,9,8.91,TRUE
Maria Gomes,3,Francisto Chagas,6.75,5.5,11,1.47,TRUE
Samuel Rodrigues,3,Pedro II,8.84,02.02,7,9.51,FALSE
Davi Silva,3,Pedro II,5.16,8.91,12,0,FALSE
Valentina Martins,3,Francisto Chagas,06.08,8.76,11,0,FALSE
Valentina Ferreira,3,Gabriel Gomes,6.87,8.59,6,0,FALSE
Alice Alves,2,Pedro II,2.5,3.51,8,1.75,FALSE
Heloisa Pereira,2,Antonio Prado,7.77,0.83,15,5.83,FALSE
Heitor Silva,3,Pedro I,4.21,7.19,10,4.52,TRUE
Alice Soares,2,Pedro II,2.85,7.89,10,5.36,TRUE
Davi Martins,2,Carlos Santos,3.44,4.51,22,4.99,FALSE
